序号,交易日期,客户ID,交易金额,交易次数,成员类型,省份
58186,2017/6/24,C016350005,554.6,2,自助成员,内蒙
58187,2017/6/24,C017120003,663.6,2,线下成员,西藏
58188,2017/6/24,C017160005,2419.45,8,自助成员,内蒙
58189,2017/6/24,C017310012,1037.12,2,线下成员,上海
58190,2017/6/24,C017550019,506254,613,线下成员,上海
58191,2017/6/24,C017550021,415921,612,自助成员,江苏
58192,2017/6/24,C017690003,2704.1,17,线上成员,甘肃
58193,2017/6/24,C017710007,76500,60,线下成员,上海
58194,2017/6/24,C018130006,594000,220,线下成员,甘肃
58195,2017/6/24,C018310005,618750,250,线下成员,上海
58196,2017/6/24,C018320002,2530,10,自助成员,上海
58197,2017/6/24,C018380005,552000,250,线下成员,江苏
58198,2017/6/24,C018520001,508.2,3,线上成员,甘肃
58199,2017/6/24,C018540001,5427.3,20,自助成员,西藏
58200,2017/6/24,C018710007,207444.4,164,自助成员,广州
58201,2017/6/24,C035100008,5180,6,线上成员,青海
58202,2017/6/24,C035130007,101751.4,91,线下成员,上海
58203,2017/6/24,C035130009,100079.68,128,线上成员,宁夏
58204,2017/6/24,C035130012,280640,150,自助成员,宁夏
58205,2017/6/24,C035130013,717320,335,自助成员,甘肃
58206,2017/6/24,C055150004,10300,2,自助成员,内蒙
58207,2017/6/24,C055950001,879,5,线下成员,广州
58208,2017/6/24,C055950003,2524,2,自助成员,甘肃
58209,2017/6/24,C055950007,30000,4,自助成员,江苏
58210,2017/6/24,C055960001,98,1,线上成员,西藏
58211,2017/6/24,C080100025,290,1,线上成员,宁夏
58212,2017/6/24,C080200046,3416.31,30,自助成员,青海
58213,2017/6/24,C080200050,1856,7,线下成员,上海
58214,2017/6/24,C080200055,1375.8,28,自助成员,内蒙
58215,2017/6/24,C080210010,3610.12,22,线下成员,青海
58216,2017/6/24,C080210031,118.5,5,自助成员,上海
58217,2017/6/24,C080220011,1009.81,2,自助成员,内蒙
58218,2017/6/24,C080220031,5453.62,44,自助成员,宁夏
58219,2017/6/24,C080220033,3620.02,10,线上成员,宁夏
58220,2017/6/24,C080240004,654534,340,线下成员,内蒙
58221,2017/6/24,C080250003,1689.8,7,线上成员,广州
58222,2017/6/24,C080250012,273.84,5,线上成员,上海
58223,2017/6/24,C080250013,320.8,2,自助成员,上海
58224,2017/6/24,C080270001,129.02,2,线上成员,江苏
58225,2017/6/24,C080270021,833,30,线下成员,内蒙
58226,2017/6/24,C080270032,1027.49,1,线上成员,青海
58227,2017/6/24,C080270042,2323.4,8,线下成员,青海
58228,2017/6/24,C080270048,2623.37,14,自助成员,广西
58229,2017/6/24,C080270052,584.99,4,线上成员,西藏
58230,2017/6/24,C080270069,463,1,线上成员,上海
58231,2017/6/24,C080270073,54,1,线下成员,江苏
58232,2017/6/24,C080270076,4869.51,21,线下成员,宁夏
58233,2017/6/24,C080280033,154.49,2,线下成员,内蒙
58234,2017/6/24,C083110013,128.75,6,线下成员,广州
58235,2017/6/24,C083170008,474.8,8,自助成员,西藏
58236,2017/6/24,C083700004,357.5,1,线上成员,内蒙
58237,2017/6/24,C083750001,580,4,线上成员,内蒙
58238,2017/6/24,C083910001,50,1,线上成员,广州
58239,2017/6/24,C084310001,5.5,1,线上成员,内蒙
58240,2017/6/24,C084310007,1196.69,11,线上成员,上海
58241,2017/6/24,C084310009,38.75,1,自助成员,上海
58242,2017/6/24,C084510007,3971.3,52,自助成员,广西
58243,2017/6/24,C084510008,1915.31,17,线下成员,西藏
58244,2017/6/24,C085140009,4432.13,58,自助成员,广西
58245,2017/6/24,C085160002,2118,25,线上成员,宁夏
58246,2017/6/24,C085190002,1487.51,14,线下成员,内蒙
58247,2017/6/24,C085310034,3066.2,21,线上成员,广西
58248,2017/6/24,C085320005,480,1,线下成员,广州
58249,2017/6/24,C085330007,2985.7,26,线下成员,西藏
58250,2017/6/24,C085340014,1092.9,4,线上成员,宁夏
58251,2017/6/24,C085350005,3500,70,线下成员,广州
58252,2017/6/24,C085350012,2550,51,线上成员,宁夏
58253,2017/6/24,C085350019,1455,30,自助成员,广西
58254,2017/6/24,C085350020,1380,30,线上成员,广西
58255,2017/6/24,C085360009,22,1,自助成员,西藏
58256,2017/6/24,C085370018,2070.1,22,线上成员,江苏
58257,2017/6/24,C085390019,12970,9,自助成员,甘肃
58258,2017/6/24,C085510031,4338.05,23,自助成员,广西
58259,2017/6/24,C085510036,3903.3,83,线下成员,广州
58260,2017/6/24,C085510044,4995,5,自助成员,广州
58261,2017/6/24,C085700001,2771.63,5,线下成员,广州
58262,2017/6/24,C085710029,4714.9,32,线上成员,江苏
58263,2017/6/24,C085710033,86.51,3,线上成员,青海
58264,2017/6/24,C085740027,3013.65,9,自助成员,青海
58265,2017/6/24,C085790001,436.58,48,线下成员,甘肃
58266,2017/6/24,C085920012,1681.67,7,自助成员,甘肃
58267,2017/6/24,C086310004,6000,20,线下成员,江苏
58268,2017/6/24,C087100003,101798,14,线上成员,广西
58269,2017/6/24,C087170001,171.49,2,线上成员,江苏
58270,2017/6/24,C087310004,3876.75,37,线下成员,宁夏
58271,2017/6/24,C087310007,3149.7,25,线上成员,西藏
58272,2017/6/24,C087310048,6211.94,74,线下成员,宁夏
58273,2017/6/24,C087690008,4369.93,23,线下成员,广州
58274,2017/6/24,C088510005,1002.8,10,线下成员,广州
58275,2017/6/24,C088510006,1002.8,10,自助成员,广西
58276,2017/6/24,C088710018,3617.2,21,自助成员,西藏
58277,2017/6/24,C090100035,4040,1,自助成员,内蒙
58278,2017/6/24,C090100037,256.81,1,自助成员,西藏
58279,2017/6/24,C090210012,1641,1,线上成员,宁夏
58280,2017/6/24,C090220002,419.5,1,线上成员,广州
58281,2017/6/24,C090280034,92.28,1,自助成员,江苏
58282,2017/6/24,C094310002,0.11,11,线上成员,广西
58283,2017/6/24,C094310003,0.11,11,线上成员,西藏
58284,2017/6/24,C094310004,0.11,11,自助成员,西藏
58285,2017/6/24,C094310005,0.11,11,线上成员,青海
58286,2017/6/24,C094310007,0.11,11,线上成员,广西
58287,2017/6/24,C094310008,0.11,11,自助成员,青海
58288,2017/6/24,C094310009,0.11,11,自助成员,上海
58289,2017/6/24,C094310010,0.11,11,自助成员,江苏
58290,2017/6/24,C094310011,0.1,10,自助成员,甘肃
58291,2017/6/24,C094380001,9.9,10,线上成员,内蒙
58292,2017/6/24,C097150001,3104.51,11,线上成员,广州
58293,2017/6/24,C097240004,1133,1,线上成员,青海
58294,2017/6/24,C098380003,548.5,1,自助成员,广州
58295,2017/6/24,C4201-265,909.83,1,线下成员,广西
58296,2017/6/24,C4201-39,14960.1,6,线上成员,西藏
58297,2017/6/24,Z03024,501,2,线下成员,上海
58298,2017/6/24,Z03068,111.4,1,线上成员,西藏
58299,2017/6/25,205,3524.13,43,自助成员,广西
58300,2017/6/25,213,714.5,2,线上成员,内蒙
58301,2017/6/25,261,1132.01,15,线上成员,广西
58302,2017/6/25,887,3050.88,16,线下成员,甘肃
58303,2017/6/25,1010,632.42,1,线下成员,广州
58304,2017/6/25,1096,677.65,9,自助成员,上海
58305,2017/6/25,1661,1359.98,15,线下成员,甘肃
58306,2017/6/25,1776,10,10,自助成员,广州
58307,2017/6/25,1777,40000,40,线上成员,广西
58308,2017/6/25,1914,6773.23,45,线下成员,上海
58309,2017/6/25,1957,440,1,线下成员,青海
58310,2017/6/25,3356,3037.68,27,线下成员,广西
58311,2017/6/25,3600,2808.44,18,自助成员,江苏
58312,2017/6/25,3870,651.65,3,自助成员,甘肃
58313,2017/6/25,4871,7645.79,73,自助成员,江苏
58314,2017/6/25,4889,40000,40,自助成员,青海
58315,2017/6/25,4894,110,1,线下成员,广州
58316,2017/6/25,5207,6235.16,43,线下成员,西藏
58317,2017/6/25,5211,1925.99,6,线上成员,内蒙
58318,2017/6/25,5228,2698.84,14,线上成员,甘肃
58319,2017/6/25,5263,1176.8,5,线下成员,西藏
58320,2017/6/25,5271,747.16,1,线上成员,甘肃
58321,2017/6/25,5278,2274.2,9,线下成员,广州
58322,2017/6/25,5304,135292.82,39,自助成员,宁夏
58323,2017/6/25,5412,990.01,8,线上成员,宁夏
58324,2017/6/25,5878,574.9,3,自助成员,广西
58325,2017/6/25,5923,900,3,自助成员,江苏
58326,2017/6/25,5935,2013.88,25,线下成员,广州
58327,2017/6/25,6028,297,2,线下成员,广州
58328,2017/6/25,6439,3667.8,9,线上成员,宁夏
58329,2017/6/25,6712,3728.31,33,线上成员,甘肃
58330,2017/6/25,7603,2607.72,25,线下成员,江苏
58331,2017/6/25,9010,320,1,自助成员,内蒙
58332,2017/6/25,9663,323,1,线下成员,江苏
58333,2017/6/25,9757,901.5,5,线下成员,西藏
58334,2017/6/25,9826,2228,26,自助成员,广西
58335,2017/6/25,10033,3368.5,9,线下成员,上海
58336,2017/6/25,10354,303.5,1,线下成员,宁夏
58337,2017/6/25,10475,3630.15,32,自助成员,内蒙
58338,2017/6/25,10643,3592.08,24,线上成员,广西
58339,2017/6/25,10954,771.4,5,线上成员,广州
58340,2017/6/25,11166,2268,6,线上成员,广西
58341,2017/6/25,11788,4439.7,56,线下成员,广州
58342,2017/6/25,12216,5560.37,76,线上成员,西藏
58343,2017/6/25,13243,3897.67,18,线下成员,江苏
58344,2017/6/25,13343,2379.5,15,线上成员,甘肃
58345,2017/6/25,14131,28722,16,自助成员,上海
58346,2017/6/25,14387,6855.65,39,线下成员,广西
58347,2017/6/25,14634,1011.44,4,线下成员,西藏
58348,2017/6/25,14713,2339.84,33,线下成员,内蒙
58349,2017/6/25,14752,463,1,自助成员,广西
58350,2017/6/25,1001-1463,6710.59,149,线下成员,内蒙
58351,2017/6/25,1001-1505,41.8,1,线下成员,内蒙
58352,2017/6/25,100756,1664.8,20,自助成员,广州
58353,2017/6/25,100762,48.2,1,自助成员,甘肃
58354,2017/6/25,100844,142,1,线下成员,内蒙
58355,2017/6/25,100888,133.85,4,自助成员,上海
58356,2017/6/25,100904-3240,228.76,1,线下成员,西藏
58357,2017/6/25,1010-707,720.5,1,线下成员,宁夏
58358,2017/6/25,1011-121,1871.1,22,线上成员,广西
58359,2017/6/25,1011-136,3916.32,47,自助成员,甘肃
58360,2017/6/25,1301-1636,5210.9,16,线下成员,上海
58361,2017/6/25,1301-1643,55429.8,30,线上成员,青海
58362,2017/6/25,1301-272,2387.2,5,自助成员,甘肃
58363,2017/6/25,1301-47,1971.8,2,线上成员,江苏
58364,2017/6/25,1301-842,962.88,8,线下成员,上海
58365,2017/6/25,1301-859,100799.84,52,线下成员,广西
58366,2017/6/25,1301-862,231.2,1,线下成员,江苏
58367,2017/6/25,1301-864,2357.34,16,线上成员,宁夏
58368,2017/6/25,1301-869,105.04,2,线下成员,江苏
58369,2017/6/25,1301-873,2020,5,线上成员,西藏
58370,2017/6/25,1301-878,46595.38,16,线上成员,西藏
58371,2017/6/25,1301-892,1260,1,线下成员,西藏
58372,2017/6/25,1301-894,6494.92,31,线下成员,广州
58373,2017/6/25,1301-909,282.8,2,线下成员,广州
58374,2017/6/25,1301-911,246.95,4,自助成员,西藏
58375,2017/6/25,1303-837,2110,3,线下成员,广西
58376,2017/6/25,1303-849,412.75,2,自助成员,江苏
58377,2017/6/25,130304-847,1037.5,2,线上成员,内蒙
58378,2017/6/25,1306-1634,378.16,6,线下成员,宁夏
58379,2017/6/25,1306-841,3004.62,20,自助成员,青海
58380,2017/6/25,1307-3217,640,1,自助成员,青海
58381,2017/6/25,1308-851,416,1,自助成员,广州
58382,2017/6/25,1310-1638,329,1,线上成员,宁夏
58383,2017/6/25,1401-112,2307.5,9,自助成员,广西
58384,2017/6/25,1401-1263,242,4,自助成员,广州
58385,2017/6/25,1401-1282,96,1,线下成员,青海
58386,2017/6/25,1401-1303,750,1,线下成员,江苏
58387,2017/6/25,1403-906,145.5,1,自助成员,上海
58388,2017/6/25,140504-1258,936.8,1,自助成员,宁夏
58389,2017/6/25,140504-1645,3235,10,线下成员,内蒙
58390,2017/6/25,1501-1337,5022.14,54,自助成员,江苏
58391,2017/6/25,1501-1366,450.82,3,线上成员,江苏
58392,2017/6/25,1601-1811,586.69,4,自助成员,宁夏
58393,2017/6/25,1601-942,1000,2,自助成员,西藏
58394,2017/6/25,1601-9631,2105.5,6,自助成员,青海
58395,2017/6/25,1602-140,852.29,6,线上成员,江苏
58396,2017/6/25,1602-146,1279,4,自助成员,西藏
58397,2017/6/25,1602-1682,2079.15,14,线下成员,宁夏
58398,2017/6/25,1602-1683,881.84,5,自助成员,内蒙
58399,2017/6/25,1602-1685,1661.3,31,线下成员,内蒙
58400,2017/6/25,1602-3390,68,1,线上成员,宁夏
58401,2017/6/25,1602-3397,1099.65,6,线下成员,甘肃
58402,2017/6/25,1604-70,8554.81,44,线上成员,上海
58403,2017/6/25,1607-273,620,1,自助成员,江苏
58404,2017/6/25,1608-1742,744.45,6,自助成员,上海
58405,2017/6/25,1609-26,2907.1,39,线上成员,西藏
58406,2017/6/25,1611-992,9,1,线下成员,广州
58407,2017/6/25,1612-168,5640.47,32,自助成员,上海
58408,2017/6/25,1613-1375,196.25,1,线下成员,广西
58409,2017/6/25,1613-28,5282.5,8,线上成员,广西
58410,2017/6/25,1701-11,168.7,2,自助成员,青海
58411,2017/6/25,1701-195,1932.39,18,线下成员,青海
58412,2017/6/25,1701-196,6437.65,65,线上成员,甘肃
58413,2017/6/25,1701-2165,3019,23,线下成员,广西
58414,2017/6/25,1701-2172,2048.95,14,线下成员,西藏
58415,2017/6/25,1701-2179,17,1,自助成员,广州
58416,2017/6/25,1701-2188,1523.41,10,线下成员,内蒙
58417,2017/6/25,1702-217,999.8,16,线上成员,江苏
58418,2017/6/25,1702-2262,192.8,1,线下成员,甘肃
58419,2017/6/25,1702-2289,10,1,自助成员,青海
58420,2017/6/25,1702-2353,1286.25,12,线上成员,甘肃
58421,2017/6/25,170205-213,109.5,5,线上成员,内蒙
58422,2017/6/25,170207-215,4000.02,17,线上成员,宁夏
58423,2017/6/25,1704-2231,2248.2,16,线下成员,宁夏
58424,2017/6/25,1710-34,232.5,5,线上成员,青海
58425,2017/6/25,1801-2070,376.1,2,线下成员,内蒙
58426,2017/6/25,180402-132,41.5,1,自助成员,广州
58427,2017/6/25,1902-221,1496,4,自助成员,西藏
58428,2017/6/25,1902-2400,2477.37,10,线上成员,内蒙
58429,2017/6/25,1905-2444,1036.5,6,线上成员,广西
58430,2017/6/25,1905-2451,1005.01,3,线上成员,广西
58431,2017/6/25,1905-2453,920,2,自助成员,上海
58432,2017/6/25,1905-2461,525,1,线下成员,上海
58433,2017/6/25,1905-2462,750,1,自助成员,上海
58434,2017/6/25,1905-2467,235,4,自助成员,宁夏
58435,2017/6/25,190506-2455,438,2,线下成员,甘肃
58436,2017/6/25,2101-1858,2161.06,35,线上成员,西藏
58437,2017/6/25,2101-1878,1814.95,18,线下成员,广州
58438,2017/6/25,2101-48,20228.75,17,自助成员,上海
58439,2017/6/25,2102-167,4057.43,35,线下成员,宁夏
58440,2017/6/25,2102-3319,5451.68,31,线下成员,宁夏
58441,2017/6/25,2103-1910,2061.77,14,线下成员,青海
58442,2017/6/25,2103-1943,4429.61,31,线上成员,上海
58443,2017/6/25,2103-3284,872.81,11,线上成员,内蒙
58444,2017/6/25,2103-3287,40,1,线下成员,甘肃
58445,2017/6/25,74266,3539,8,线下成员,广西
58446,2017/6/25,210303-1928,800.82,13,自助成员,上海
58447,2017/6/25,2106-1962,220,2,线上成员,青海
58448,2017/6/25,2106-3158,60,1,自助成员,江苏
58449,2017/6/25,2106-3195,550,1,自助成员,宁夏
58450,2017/6/25,2107-179,2614.67,4,线下成员,上海
58451,2017/6/25,2107-75,7028.58,8,线下成员,江苏
58452,2017/6/25,210810-3151,723,1,线上成员,甘肃
58453,2017/6/25,2111-224,1303.95,7,线上成员,江苏
58454,2017/6/25,2111-2518,628,1,自助成员,青海
58455,2017/6/25,2113-1997,1847.09,8,线下成员,内蒙
58456,2017/6/25,2113-44,3814,4,自助成员,上海
58457,2017/6/25,2114-171,777,3,线下成员,广西
58458,2017/6/25,2114-1946,130,1,线下成员,广西
58459,2017/6/25,2114-69,286.72,3,线上成员,内蒙
58460,2017/6/25,211402-264,442,2,线下成员,西藏
58461,2017/6/25,211508-2531,100.28,1,自助成员,西藏
58462,2017/6/25,2116-3274,190,1,线上成员,内蒙
58463,2017/6/25,2201-123,2619.88,26,线下成员,宁夏
58464,2017/6/25,2201-158,869.44,5,线下成员,内蒙
58465,2017/6/25,2201-1595,1700,32,线下成员,内蒙
58466,2017/6/25,2201-1614,4142.52,47,自助成员,广西
58467,2017/6/25,2201-1618,3415.42,30,线上成员,内蒙
58468,2017/6/25,2201-961,1382.8,28,自助成员,甘肃
58469,2017/6/25,220108-100,596.78,3,线上成员,江苏
58470,2017/6/25,2204-1624,189,2,线下成员,甘肃
58471,2017/6/25,220604-1544,458,2,线下成员,青海
58472,2017/6/25,220808-1588,340,3,线下成员,广西
58473,2017/6/25,2211-1632,1395,4,自助成员,上海
58474,2017/6/25,2211-1633,1020,3,线下成员,广西
58475,2017/6/25,2216-104,1275,3,线下成员,甘肃
58476,2017/6/25,2218-1554,2700,2,线上成员,青海
58477,2017/6/25,2301-1007,314.4,2,自助成员,江苏
58478,2017/6/25,2301-1025,30,1,线下成员,广西
58479,2017/6/25,2301-1036,40000,40,线上成员,广州
58480,2017/6/25,2301-1037,40000,40,线下成员,甘肃
58481,2017/6/25,2301-1040,80.5,1,线上成员,西藏
58482,2017/6/25,2301-1049,5629.86,51,线上成员,西藏
58483,2017/6/25,2301-1054,3805.8,35,自助成员,宁夏
58484,2017/6/25,2301-13,5588.65,10,自助成员,上海
58485,2017/6/25,2301-1423,144000,80,线下成员,西藏
58486,2017/6/25,2301-2431,4152.75,22,线上成员,甘肃
58487,2017/6/25,2301-2574,406,2,线上成员,广西
58488,2017/6/25,2301-2575,1721.49,7,自助成员,宁夏
58489,2017/6/25,2301-831,40000,37,自助成员,广西
58490,2017/6/25,2301-840,40000,40,线下成员,宁夏
58491,2017/6/25,2301-843,10,10,线下成员,内蒙
58492,2017/6/25,2301-854,9,2,线上成员,江苏
58493,2017/6/25,2301-94,1672.64,15,线上成员,广西
58494,2017/6/25,2305-2544,3764.3,15,线下成员,青海
58495,2017/6/25,2305-2558,39457,8,线上成员,上海
58496,2017/6/25,230508-2543,200.6,1,自助成员,甘肃
58497,2017/6/25,2401-46,354.5,8,线上成员,青海
58498,2017/6/25,219847,185.7,1,自助成员,内蒙
58499,2017/6/25,2501-2808,1376.72,5,自助成员,内蒙
58500,2017/6/25,2501-40,2540.76,7,自助成员,江苏
58501,2017/6/25,250103-496,967.5,2,线上成员,青海
58502,2017/6/25,2503-229,3678.84,18,线下成员,内蒙
58503,2017/6/25,2503-230,828,7,自助成员,内蒙
58504,2017/6/25,2503-41,28283,3,线上成员,青海
58505,2017/6/25,2504-2895,2.00E+05,40,自助成员,上海
58506,2017/6/25,250403-24,139.58,2,线上成员,宁夏
58507,2017/6/25,250602-2937,2461.04,64,线下成员,广州
58508,2017/6/25,2517-2880,2376.04,23,线上成员,江苏
58509,2017/6/25,329086,12834.1,50,自助成员,江苏
58510,2017/6/25,2801-1129,270,1,线下成员,青海
58511,2017/6/25,2801-1182,4922,40,线上成员,上海
58512,2017/6/25,2801-1201,296.94,4,线下成员,广西
58513,2017/6/25,2801-2749,2380.5,16,自助成员,上海
58514,2017/6/25,2801-2988,48.99,1,线上成员,西藏
58515,2017/6/25,2801-3001,1575.6,1,线上成员,西藏
58516,2017/6/25,2801-3002,141,3,自助成员,上海
58517,2017/6/25,2801-3078,1820.05,3,线下成员,上海
58518,2017/6/25,2801-3088,278,1,线上成员,广州
58519,2017/6/25,2801-36,6076.97,23,线下成员,上海
58520,2017/6/25,2801-56,9517.72,51,线下成员,上海
58521,2017/6/25,2801-61,627.82,3,线下成员,江苏
58522,2017/6/25,281803-1128,2085,5,线上成员,江苏
58523,2017/6/25,3001-3100,815.5,1,线上成员,甘肃
58524,2017/6/25,3201-1208,4.00E+05,70,线上成员,甘肃
58525,2017/6/25,3201-1216,4793.2,12,线上成员,青海
58526,2017/6/25,3201-270,1187.5,1,自助成员,西藏
58527,2017/6/25,3201-3225,1117.96,11,线下成员,甘肃
58528,2017/6/25,3204-3221,14.7,1,线下成员,青海
58529,2017/6/25,3207-3072,439,5,自助成员,广西
58530,2017/6/25,4201-135,642.77,17,线下成员,内蒙
58531,2017/6/25,4201-1648,618.4,1,线上成员,宁夏
58532,2017/6/25,4201-3120,1228,8,线上成员,广州
58533,2017/6/25,4201-3122,4297.1,26,线下成员,广州
58534,2017/6/25,4201-3131,1995.5,2,自助成员,广州
58535,2017/6/25,4201-332,3690,5,线上成员,广西
58536,2017/6/25,4201-345,1435.65,4,线上成员,甘肃
58537,2017/6/25,4201-365,11725.46,17,线下成员,青海
58538,2017/6/25,4201-376,60644.3,35,线上成员,青海
58539,2017/6/25,4201-391,3935.96,22,自助成员,广州
58540,2017/6/25,4201-398,33294.5,17,线上成员,甘肃
58541,2017/6/25,4201-408,10140,10,线上成员,甘肃
58542,2017/6/25,4301-50,5059.57,7,自助成员,广州
58543,2017/6/25,4301-618,924.48,5,线下成员,内蒙
58544,2017/6/25,4301-676,510,3,线下成员,宁夏
58545,2017/6/25,4401-45,7640.47,19,线下成员,广州
58546,2017/6/25,4401-51,2351.25,7,线下成员,宁夏
58547,2017/6/25,4401-745,1154.43,8,线下成员,宁夏
58548,2017/6/25,4401-785,1730.62,12,线上成员,西藏
58549,2017/6/25,4501-17,185,1,线上成员,上海
58550,2017/6/25,C010200032,674.28,6,自助成员,广州
58551,2017/6/25,C010200036,1358,1,自助成员,青海
58552,2017/6/25,C010210032,270,1,自助成员,甘肃
58553,2017/6/25,C010220006,1995,3,线上成员,宁夏
58554,2017/6/25,C010240003,2550,2,线上成员,内蒙
58555,2017/6/25,C010240011,871.25,2,线下成员,西藏
58556,2017/6/25,C010240016,39492,20,自助成员,青海
58557,2017/6/25,C010270007,240000,160,线上成员,西藏
58558,2017/6/25,C010270010,3488,3,线下成员,内蒙
58559,2017/6/25,C010270012,100,10,线下成员,甘肃
58560,2017/6/25,C010270024,100,10,线下成员,内蒙
58561,2017/6/25,C010270038,115,1,线上成员,西藏
58562,2017/6/25,C010280003,590.24,1,线上成员,甘肃
58563,2017/6/25,C0103110001,3496.31,13,线上成员,宁夏
58564,2017/6/25,C0103710001,10285,19,自助成员,江苏
58565,2017/6/25,C0103730001,900,1,自助成员,甘肃
58566,2017/6/25,C013150002,43.41,1,线下成员,宁夏
58567,2017/6/25,C013170001,332.45,1,线下成员,青海
58568,2017/6/25,C013570001,274.96,2,自助成员,上海
58569,2017/6/25,C013730001,120,2,自助成员,甘肃
58570,2017/6/25,C013730011,6273.8,10,自助成员,广州
58571,2017/6/25,C013730012,480,1,线上成员,广西
58572,2017/6/25,C013740003,4.81,1,自助成员,内蒙
58573,2017/6/25,C014140001,4800,1,线下成员,甘肃
58574,2017/6/25,C014150003,424,2,线下成员,广州
58575,2017/6/25,C014150004,321,1,自助成员,上海
58576,2017/6/25,C014180001,300,1,线下成员,西藏
58577,2017/6/25,C014320006,8550,3,自助成员,江苏
58578,2017/6/25,C014370003,16040,7,自助成员,江苏
58579,2017/6/25,C015100014,730.94,4,线上成员,宁夏
58580,2017/6/25,C015180006,1578.94,5,线上成员,江苏
58581,2017/6/25,C015180007,2034.4,6,自助成员,广西
58582,2017/6/25,C015310017,3,1,自助成员,青海
58583,2017/6/25,C015310026,189.7,2,线下成员,甘肃
58584,2017/6/25,C015390006,319.8,2,线上成员,宁夏
58585,2017/6/25,C015430006,1231.09,5,自助成员,广州
58586,2017/6/25,C015510001,351,1,线下成员,广西
58587,2017/6/25,C015710002,1209.85,3,线下成员,江苏
58588,2017/6/25,C015710014,2697.79,9,线下成员,宁夏
58589,2017/6/25,C015710027,611,1,自助成员,宁夏
58590,2017/6/25,C015730012,280,1,自助成员,青海
58591,2017/6/25,C015740001,100,1,线上成员,上海
58592,2017/6/25,C015740016,183.71,2,线下成员,江苏
58593,2017/6/25,C015950001,35,1,线下成员,上海
58594,2017/6/25,C016350005,687.4,1,自助成员,内蒙
58595,2017/6/25,C017120003,1999.73,5,线下成员,西藏
58596,2017/6/25,C017130006,1866.92,9,线下成员,宁夏
58597,2017/6/25,C017130007,333.32,4,线上成员,内蒙
58598,2017/6/25,C017150002,39.54,1,自助成员,青海
58599,2017/6/25,C017160005,3413.22,20,自助成员,内蒙
58600,2017/6/25,C017310012,104.7,3,线下成员,上海
58601,2017/6/25,C017550019,2160.09,6,线下成员,上海
58602,2017/6/25,C017620003,111,1,线下成员,宁夏
58603,2017/6/25,C017690003,431.2,5,线上成员,甘肃
58604,2017/6/25,C018310001,964.18,5,线下成员,广西
58605,2017/6/25,C018320002,7388,22,自助成员,上海
58606,2017/6/25,C018520001,410,6,线上成员,甘肃
58607,2017/6/25,C018750001,35.9,1,线下成员,内蒙
58608,2017/6/25,C035100002,2630,14,自助成员,广州
58609,2017/6/25,C035100007,2250,2,线上成员,江苏
58610,2017/6/25,C035100008,66805,14,线上成员,青海
58611,2017/6/25,C055950001,615,2,线下成员,广州
58612,2017/6/25,C055950007,30000,3,自助成员,江苏
58613,2017/6/25,C080200050,1253.5,4,线下成员,上海
58614,2017/6/25,C080200055,2174.1,17,自助成员,内蒙
58615,2017/6/25,C080210031,397,7,自助成员,上海
58616,2017/6/25,C080220022,7062.12,63,自助成员,江苏
58617,2017/6/25,C080220023,4933.39,38,自助成员,甘肃
58618,2017/6/25,C080220031,1988,13,自助成员,宁夏
58619,2017/6/25,C080220033,1860.01,5,线上成员,宁夏
58620,2017/6/25,C080240016,95800,30,自助成员,甘肃
58621,2017/6/25,C080250012,648.3,4,线上成员,上海
58622,2017/6/25,C080270001,3364.8,15,线上成员,江苏
58623,2017/6/25,C080270007,50000,40,线下成员,广州
58624,2017/6/25,C080270021,805.6,20,线下成员,内蒙
58625,2017/6/25,C080270025,12.5,1,自助成员,江苏
58626,2017/6/25,C080270038,1231.89,5,自助成员,青海
58627,2017/6/25,C080270041,3205.48,9,线下成员,广州
58628,2017/6/25,C080270042,2801.3,10,线下成员,青海
58629,2017/6/25,C080270050,42000,40,线下成员,上海
58630,2017/6/25,C080270051,25.9,1,线下成员,江苏
58631,2017/6/25,C080270073,1540.44,17,线下成员,江苏
58632,2017/6/25,C080270076,2948.65,55,线下成员,宁夏
58633,2017/6/25,C080280041,244.9,1,线上成员,宁夏
58634,2017/6/25,C080290020,2163.9,14,线下成员,甘肃
58635,2017/6/25,C083110013,24.35,1,线下成员,广州
58636,2017/6/25,C083120007,2912.01,27,线上成员,广西
58637,2017/6/25,C083170014,3435.15,24,自助成员,甘肃
58638,2017/6/25,C083170016,53,1,自助成员,江苏
58639,2017/6/25,C083710005,610.3,8,自助成员,广州
58640,2017/6/25,C083750001,100,2,线上成员,内蒙
58641,2017/6/25,C083910001,948,8,线上成员,广州
58642,2017/6/25,C084310001,175,1,线上成员,内蒙
58643,2017/6/25,C084510001,5389.56,27,线下成员,宁夏
58644,2017/6/25,C084510008,1010.5,5,线下成员,西藏
58645,2017/6/25,C085160002,2232.72,48,线上成员,宁夏
58646,2017/6/25,C085170001,134.43,1,线下成员,广西
58647,2017/6/25,C085310034,2639.9,19,线上成员,广西
58648,2017/6/25,C085330006,3115.4,24,线下成员,西藏
58649,2017/6/25,C085330007,4337.84,33,线下成员,西藏
58650,2017/6/25,C085340014,3551,5,线上成员,宁夏
58651,2017/6/25,C085360001,764.3,14,线上成员,广州
58652,2017/6/25,C085360009,2482.12,22,自助成员,西藏
58653,2017/6/25,C085390019,18450,3,自助成员,甘肃
58654,2017/6/25,C085510036,4333.02,91,线下成员,广州
